name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Rwanda,2024-03-30,82.3,64.3,72.9,83.9,64.3,73.1,64,75.6,0.103,100,29.17,rain,0,0,15.7,16.1,18.8,1018.7,52.7,5.7,266.3,23,10,30,2024-03-30T06:01:26,2024-03-30T18:07:00,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,HRYR
Rwanda,2024-03-31,73.3,64.3,68.6,73.3,64.3,68.6,64.3,86.7,0.544,100,66.67,rain,0,0,12.1,16.1,114.8,1020.9,70.6,6,75.1,6.5,3,10,2024-03-31T06:01:11,2024-03-31T18:06:39,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,HRYR
Rwanda,2024-04-01,78.7,64.3,68,78.7,64.3,68,65,91.3,0.197,100,4.17,rain,0,0,18.6,17.2,259.6,1020.5,68.7,5.8,214.9,18.5,7,60,2024-04-01T06:00:57,2024-04-01T18:06:18,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HRYR,64387099999"
Rwanda,2024-04-02,76.9,64.3,69.3,76.9,64.3,69.3,64.7,86.5,0.064,100,41.67,rain,0,0,13.4,11.4,150.6,1020,67.1,5.2,191.3,16.4,7,30,2024-04-02T06:00:42,2024-04-02T18:05:58,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999"
Rwanda,2024-04-03,73.7,62.6,68.2,73.7,62.6,68.2,64.7,89.4,1.374,100,12.5,rain,0,0,9.6,10.3,73.8,1019.6,79.8,5.6,101.1,8.8,3,30,2024-04-03T06:00:28,2024-04-03T18:05:37,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999"
Rwanda,2024-04-04,77,64.4,69.2,77,64.4,69.2,63.7,84.2,0.236,100,4.17,rain,0,0,18.6,9.8,163,1019.5,69.3,4.9,197.3,17,7,30,2024-04-04T06:00:13,2024-04-04T18:05:17,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HRYR,64387099999"
Rwanda,2024-04-05,79.1,64.4,69.1,79.1,64.4,69.1,63.9,84.8,0.039,100,4.17,rain,0,0,16.8,13.9,112.6,1020,74.1,6.9,194.4,16.8,7,10,2024-04-05T05:59:59,2024-04-05T18:04:57,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HRYR,64387099999"
Rwanda,2024-04-06,75.2,64.4,68.4,75.2,64.4,68.4,64.2,87.6,0.236,100,4.17,rain,0,0,15.4,11.1,163.5,1020.1,76.7,5.9,166.5,14.4,6,30,2024-04-06T05:59:45,2024-04-06T18:04:37,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999"
Rwanda,2024-04-07,77,63.6,67.7,77,63.6,67.7,65,91.8,0.157,100,4.17,rain,0,0,13.4,11.8,196.9,1019.6,78.8,6.4,137.7,11.8,6,10,2024-04-07T05:59:32,2024-04-07T18:04:17,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,remote"
Rwanda,2024-04-08,79.4,62.6,70.7,79.4,62.6,70.7,62.5,77.6,0,0,0,rain,0,0,18.6,8.1,30.1,1019.5,69.9,5.9,162.7,13.9,5,30,2024-04-08T05:59:18,2024-04-08T18:03:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-04-09,78.8,64.4,71.4,78.8,64.4,71.4,62.3,74.4,0,0,0,rain,0,0,15.7,16.5,353.3,1017.9,62.5,6.6,248.7,21.6,8,30,2024-04-09T05:59:05,2024-04-09T18:03:38,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2024-04-10,78.8,65.9,71.1,78.8,65.9,71.1,63.7,78.5,0,0,0,rain,0,0,15.7,13.9,36.7,1017.2,67.2,6.1,194.3,16.9,6,30,2024-04-10T05:58:52,2024-04-10T18:03:19,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-04-11,80.6,64.4,71.4,82.3,64.4,71.5,63.9,78.9,0,0,0,rain,0,0,16.3,6.9,47.3,1019.8,59.7,6.1,258.1,22.2,8,30,2024-04-11T05:58:39,2024-04-11T18:03:01,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-04-12,78.8,64.4,71.9,78.8,64.4,71.9,64.4,78.6,0.106,100,4.17,rain,0,0,16.8,11,118.9,1018.7,58.9,6.5,244.5,21.3,10,30,2024-04-12T05:58:26,2024-04-12T18:02:42,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,remote"
Rwanda,2024-04-13,73.4,64.5,68.8,73.4,64.5,68.8,65.6,90,0.709,100,8.33,rain,0,0,15.2,10.3,203.9,1019.3,74.3,6,169.3,14.5,6,10,2024-04-13T05:58:14,2024-04-13T18:02:24,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"HRYR,64387099999"
Rwanda,2024-04-14,71.6,64.4,67.1,71.6,64.4,67.1,64.5,91.6,0.008,100,4.17,rain,0,0,19,17.2,309.1,1021,80.4,5.5,196.3,17,7,30,2024-04-14T05:58:02,2024-04-14T18:02:07,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999"
Rwanda,2024-04-15,79.9,62.6,69,79.9,62.6,69,64.7,87.4,0.079,100,4.17,rain,0,0,27.7,15,208.5,1021.4,82,5.9,193.3,16.8,7,10,2024-04-15T05:57:51,2024-04-15T18:01:50,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HRYR,64387099999,remote"
Rwanda,2024-04-16,80.6,64.4,70.9,82.3,64.4,71,64.3,81.5,0.708,100,8.33,rain,0,0,15.9,9.2,123.1,1020.8,81.2,6.5,234.3,20.4,9,30,2024-04-16T05:57:40,2024-04-16T18:01:33,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"HRYR,64387099999,remote"
Rwanda,2024-04-17,77,66.2,71.6,77,66.2,71.6,64.5,79.4,0,0,0,rain,0,0,17.2,9.2,163.8,1020,70.1,6.2,232,20.1,8,30,2024-04-17T05:57:29,2024-04-17T18:01:16,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-04-18,78.8,66,70.8,78.8,66,70.8,64.5,81.6,0,0,0,rain,0,0,19.2,11.4,120.3,1020.8,63.6,6.1,226.2,19.5,7,30,2024-04-18T05:57:18,2024-04-18T18:01:00,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-04-19,80.6,64.4,72.1,81.4,64.4,72.2,63.6,76.7,0.236,100,4.17,rain,0,0,17,12.2,176,1020,64.3,6.1,247.8,21.5,9,15,2024-04-19T05:57:08,2024-04-19T18:00:45,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HRYR,64387099999"
Rwanda,2024-04-20,80.6,64.1,72.2,81.8,64.1,72.3,64,77,0.236,100,4.17,rain,0,0,14.3,8.1,179.8,1019,77.2,6.3,205.7,17.9,7,30,2024-04-20T05:56:58,2024-04-20T18:00:30,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999,remote"
Rwanda,2024-04-21,78.8,65.8,71.1,78.8,65.8,71.1,64.9,82.2,0.039,100,4.17,rain,0,0,15.2,13.9,151.4,1018.5,85.2,6.9,203.7,17.6,7,30,2024-04-21T05:56:49,2024-04-21T18:00:15,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"HRYR,64387099999,remote"
Rwanda,2024-04-22,80.6,64.4,71.8,81.8,64.4,72,63.8,78.3,0.11,100,8.33,rain,0,0,16.8,11.4,178.4,1018.9,64.5,6.1,231.3,19.8,8,30,2024-04-22T05:56:40,2024-04-22T18:00:01,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999,remote"
Rwanda,2024-04-23,75.3,66.2,69.7,75.3,66.2,69.7,66.1,88.9,0.188,100,12.5,rain,0,0,17.7,9.2,201,1019.3,85.1,6.2,157.7,13.7,7,30,2024-04-23T05:56:32,2024-04-23T17:59:47,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"HRYR,64387099999"
Rwanda,2024-04-24,73.8,66.2,69.4,73.8,66.2,69.4,65.1,87.2,0.165,100,8.33,rain,0,0,10.7,12.8,192.1,1019.2,87.6,6.3,88.6,7.6,4,10,2024-04-24T05:56:23,2024-04-24T17:59:34,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999,remote"
Rwanda,2024-04-25,75.8,64.4,69.3,75.8,64.4,69.3,65.6,88.9,0.481,100,12.5,rain,0,0,14.8,10.3,186.1,1019.3,85.2,6.1,208.2,18.1,8,30,2024-04-25T05:56:16,2024-04-25T17:59:21,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999"
Rwanda,2024-04-26,75.6,64.4,68.2,75.6,64.4,68.2,64.3,88.5,0.157,100,4.17,rain,0,0,15.2,10.3,157.5,1019.4,82.6,6.1,95.7,8.2,4,10,2024-04-26T05:56:09,2024-04-26T17:59:09,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"HRYR,64387099999"
Rwanda,2024-04-27,78.8,62.4,70.9,78.8,62.4,70.9,63.6,79.9,1.977,100,8.33,rain,0,0,17.2,12.4,165.4,1018.8,70.3,6.3,234.2,20.3,8,30,2024-04-27T05:56:02,2024-04-27T17:58:57,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999"
Rwanda,2024-04-28,77,62.6,68,77,62.6,68,63.9,88.1,0.52,100,12.5,rain,0,0,27.7,18.3,187.2,1019.9,86.1,5.4,181.2,15.7,8,30,2024-04-28T05:55:56,2024-04-28T17:58:46,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999,remote"
Rwanda,2024-04-29,80.2,66.2,72.4,81.7,66.2,72.5,64.6,78.4,0,0,0,rain,0,0,12.5,8.1,176.5,1019.4,73.1,6.1,226.7,19.5,8,30,2024-04-29T05:55:50,2024-04-29T17:58:35,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-04-30,77,66.2,70.5,77,66.2,70.5,65.5,85,0.197,100,4.17,rain,0,0,13.2,9.2,217.7,1018.8,71.2,6,230.4,19.7,8,60,2024-04-30T05:55:45,2024-04-30T17:58:25,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999,remote"
Rwanda,2024-05-01,78.7,66.1,71.9,78.7,66.1,71.9,64.9,80,0.152,100,58.33,rain,0,0,12.1,6.9,185.6,1017.3,72.5,5.9,191.8,16.6,6,60,2024-05-01T05:55:40,2024-05-01T17:58:16,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"HRYR,remote"
Rwanda,2024-05-02,78.8,66.2,70.1,78.8,66.2,70.1,65,84.8,0.055,100,8.33,rain,0,0,15,10.3,239,1017.2,89.3,6.2,130.5,11.2,5,30,2024-05-02T05:55:36,2024-05-02T17:58:07,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"HRYR,64387099999"
Rwanda,2024-05-03,80.6,64.4,71.6,81.8,64.4,71.7,64.4,80.7,0.748,100,12.5,rain,0,0,14.8,10.3,185.4,1019.6,76.2,6.4,200.7,17.4,8,10,2024-05-03T05:55:32,2024-05-03T17:57:59,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999,remote"
Rwanda,2024-05-04,76.7,65.8,70.6,76.7,65.8,70.6,63.9,80.9,0.787,100,8.33,rain,0,0,13.2,9.2,13.9,1021.3,83.7,6.5,128.3,11.2,5,10,2024-05-04T05:55:29,2024-05-04T17:57:51,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"HRYR,64387099999,remote"
Rwanda,2024-05-05,80.6,64.4,72.6,81.4,64.4,72.7,62.3,72.5,0,0,0,rain,0,0,13.9,9.8,187,1020.3,61.8,6,239.3,20.5,8,30,2024-05-05T05:55:26,2024-05-05T17:57:44,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-06,80.6,69.8,73.6,81.8,69.8,73.7,63.7,72.1,0,0,0,rain,0,0,15.9,12.8,159.8,1020.4,65.8,6.2,217.2,18.8,7,30,2024-05-06T05:55:24,2024-05-06T17:57:37,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-07,82.4,65.9,73.4,82.9,65.9,73.5,63.2,72.9,0,0,0,rain,0,0,16.3,8.1,154,1020.4,61.3,6.2,230.6,20,7,30,2024-05-07T05:55:23,2024-05-07T17:57:31,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-08,77,66.2,70.9,77,66.2,70.9,65.4,83.6,0.028,100,4.17,rain,0,0,19.7,11.4,174.4,1019.8,77.1,6.2,208.1,18,7,30,2024-05-08T05:55:22,2024-05-08T17:57:26,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999"
Rwanda,2024-05-09,77,66.2,70.6,77,66.2,70.6,64.7,83,0.409,100,16.67,rain,0,0,15,8.1,180.2,1019.7,82,6.1,194.2,16.8,8,10,2024-05-09T05:55:21,2024-05-09T17:57:21,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999"
Rwanda,2024-05-10,75.2,66.2,70.3,75.2,66.2,70.3,64.9,84,0,0,0,rain,0,0,17.4,9.2,181.1,1020.3,72.4,6.2,167.1,14.5,6,30,2024-05-10T05:55:21,2024-05-10T17:57:17,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-11,80.6,66.2,72.5,81.7,66.2,72.7,64.9,79.1,0.197,100,4.17,rain,0,0,15.9,9.2,187.8,1020.5,74.4,6.3,217.9,19,7,60,2024-05-11T05:55:22,2024-05-11T17:57:13,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"HRYR,64387099999,remote"
Rwanda,2024-05-12,80.6,66.2,73.3,81.4,66.2,73.4,63.5,73.7,0,0,0,rain,0,0,14.3,9.2,202,1020,55.9,6.2,232.1,20,7,30,2024-05-12T05:55:23,2024-05-12T17:57:10,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-13,80.6,66,72.9,81.8,66,72.9,62.5,71.4,0,0,0,rain,0,0,15.9,9.2,191.7,1019.9,63.2,6.2,257.5,22.2,9,30,2024-05-13T05:55:24,2024-05-13T17:57:08,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-14,80.6,64.4,72.9,80.5,64.4,72.9,61.6,69.6,0,0,0,rain,0,0,18.8,11.4,192.9,1020.2,50.9,6.2,258.3,22.3,9,10,2024-05-14T05:55:26,2024-05-14T17:57:06,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-15,80.7,66.2,73.5,81.6,66.2,73.6,61.1,66.6,0,0,0,rain,0,0,15.9,9.2,167.9,1020.4,53.9,6.7,221.3,19,7,30,2024-05-15T05:55:29,2024-05-15T17:57:05,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2024-05-16,82.4,66.2,74,82.1,66.2,74,61.4,66.9,0,0,0,rain,0,0,17,10.3,186.3,1020.9,52.7,6.2,247.9,21.3,8,10,2024-05-16T05:55:32,2024-05-16T17:57:05,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-17,81.3,66.2,73.2,82,66.2,73.3,63.3,72.2,0.008,100,4.17,rain,0,0,15.2,10.3,196.4,1019.9,54,6.2,218.8,19,7,30,2024-05-17T05:55:36,2024-05-17T17:57:05,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999"
Rwanda,2024-05-18,82.4,66.2,73.7,82.5,66.2,73.8,62.2,69.2,0,0,0,rain,0,0,16.6,8.7,153.5,1020.1,55.8,6.2,248,21.5,8,10,2024-05-18T05:55:40,2024-05-18T17:57:06,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-19,82.4,62.6,73.6,82.5,62.6,73.6,61.9,69.4,0,0,0,rain,0,0,14.3,16.1,168.6,1020,59.6,6.2,246.5,21.5,8,60,2024-05-19T05:55:45,2024-05-19T17:57:07,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-20,80.6,64.4,72.3,80.8,64.4,72.4,61.1,70.2,0,0,0,rain,0,0,15.9,9.2,188.9,1021,69.3,6.2,224.5,19.4,8,30,2024-05-20T05:55:50,2024-05-20T17:57:09,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-21,80.6,66.2,73.3,81.1,66.2,73.3,61.9,69.1,7.48,100,4.17,rain,0,0,16.1,9.2,168.9,1021.6,61.2,6.2,186.9,16.1,6,30,2024-05-21T05:55:56,2024-05-21T17:57:11,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"HRYR,64387099999"
Rwanda,2024-05-22,78.8,68,72.9,78.8,68,72.9,59.8,64.2,0,0,0,rain,0,0,22.4,11.4,170.7,1021.6,64.7,6.2,201.5,17.4,7,10,2024-05-22T05:56:02,2024-05-22T17:57:14,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-23,79.9,64.4,72.3,79.9,64.4,72.3,59.2,65.3,0,0,0,,0,0,17,8.1,187.5,1020.8,62,6.2,197.2,17,7,10,2024-05-23T05:56:09,2024-05-23T17:57:18,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-24,80.6,66.2,73.6,80.8,66.2,73.6,59.9,64.1,0,0,0,rain,0,0,17.7,8.5,153.8,1021.3,57.7,6.2,199.6,17.2,7,10,2024-05-24T05:56:16,2024-05-24T17:57:22,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-25,80.6,62.6,72.6,80.3,62.6,72.6,58,62.2,0,0,0,,0,0,18.6,11.1,156.8,1021.2,42.6,6.2,215.2,18.7,8,10,2024-05-25T05:56:23,2024-05-25T17:57:27,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-26,81,66.2,73.5,81.1,66.2,73.5,58.3,60.4,0,0,0,,0,0,17,10.3,189.2,1021.6,57.6,6.2,193.8,16.9,8,30,2024-05-26T05:56:31,2024-05-26T17:57:32,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-27,82.4,62.2,73.2,82.5,62.2,73.3,59,62.8,0,0,0,,0,0,15.9,9.2,160.2,1022.4,41.9,6.2,230,19.9,8,10,2024-05-27T05:56:40,2024-05-27T17:57:38,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-28,80.6,64.4,72.9,81.3,64.4,73,60.2,65.8,0,0,0,rain,0,0,17.9,12.8,154.5,1022.7,45.9,6.2,219,19.1,7,30,2024-05-28T05:56:49,2024-05-28T17:57:44,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-29,80.6,65.9,72.8,80.8,65.9,72.9,59.6,64.7,0,0,0,rain,0,0,15,11.4,215.3,1021.5,43.4,6.6,245.5,21.3,8,10,2024-05-29T05:56:58,2024-05-29T17:57:51,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2024-05-30,80.6,64.4,72.5,81.1,64.4,72.5,60.7,68.1,0,0,0,,0,0,13.9,8.1,250.8,1020.8,55.8,6.2,258.6,22.3,9,10,2024-05-30T05:57:07,2024-05-30T17:57:58,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-05-31,82.4,66.2,74.4,82.9,66.2,74.5,60.8,64.8,0,0,0,rain,0,0,15.4,8.1,199,1021.3,50,6.1,243.8,21,8,30,2024-05-31T05:57:17,2024-05-31T17:58:05,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-06-01,82.4,66,73.3,82.4,66,73.4,59.8,64.4,0,0,0,rain,0,0,17.4,9.2,210.9,1021.7,54.6,6.2,218.1,18.9,7,30,2024-06-01T05:57:28,2024-06-01T17:58:14,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-06-02,82.4,64.4,74.1,82.1,64.4,74.1,59.9,63.1,0.008,100,4.17,rain,0,0,15.9,9.6,160.2,1021.1,46.5,6.2,226.6,19.6,8,30,2024-06-02T05:57:38,2024-06-02T17:58:22,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HRYR,64387099999"
Rwanda,2024-06-03,84.2,66.2,74.8,83.5,66.2,74.8,59.5,60.9,0,0,0,rain,0,0,15.4,8.1,189.9,1020.4,48.5,6.6,217.3,18.6,8,30,2024-06-03T05:57:49,2024-06-03T17:58:31,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2024-06-04,83.7,64.8,74.2,83.4,64.8,74.2,59.8,62.4,0,0,0,rain,0,0,19.9,10.3,122.2,1020.3,59.5,6.6,212,18.3,8,10,2024-06-04T05:58:01,2024-06-04T17:58:41,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2024-06-05,82.4,64.4,74.7,81.9,64.4,74.6,58.6,59.5,0,0,0,,0,0,18.1,11.4,179.2,1020,44.7,6.5,246.1,21.4,9,10,2024-06-05T05:58:12,2024-06-05T17:58:50,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2024-06-06,82.5,66.2,74.8,81.7,66.2,74.6,56.1,54.1,0,0,0,,0,0,18.8,12.8,165.7,1021,43.8,6.2,232.1,20.2,9,10,2024-06-06T05:58:24,2024-06-06T17:59:01,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-06-07,82.4,63.4,73.3,81.7,63.4,73.2,55.9,56.2,0,0,0,,0,0,20.4,9.2,175.3,1022.2,38.6,6.6,222,19.2,8,10,2024-06-07T05:58:36,2024-06-07T17:59:11,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2024-06-08,82.5,62.6,73.5,81.4,62.6,73.3,55.7,56,0,0,0,,0,0,19.2,64.4,233.9,1021.6,38.9,6.2,234.9,20.3,9,10,2024-06-08T05:58:48,2024-06-08T17:59:22,0.06,Partially cloudy,Partly cloudy throughout the day.,wind,"HRYR,64387099999"
Rwanda,2024-06-09,78.8,63.7,71,78.8,63.7,71,53.7,55.8,0,0,0,,0,0,20.1,13.9,174.4,1022.3,50.9,6.6,191.7,16.5,8,10,2024-06-09T05:59:01,2024-06-09T17:59:33,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2024-06-10,78.8,64.4,70.7,78.8,64.4,70.7,53.4,55.2,0,0,0,,0,0,17.9,13.9,173.5,1023.1,53.8,6.5,195.4,16.8,8,10,2024-06-10T05:59:13,2024-06-10T17:59:44,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2024-06-11,78.8,60.8,69.6,78.8,60.8,69.6,53.7,58.1,0,0,0,,0,0,18.8,12.8,181,1022.6,44.8,6.2,199.7,17.4,8,10,2024-06-11T05:59:26,2024-06-11T17:59:56,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-06-12,77,60.8,69.4,77,60.8,69.4,55.9,63,0,0,0,rain,0,0,22.6,10.3,206.4,1023.2,52.9,6.2,160.1,13.8,5,10,2024-06-12T05:59:39,2024-06-12T18:00:08,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-06-13,80.6,60.8,71.4,80.5,60.8,71.4,56,60.6,0,0,0,,0,0,17.9,10.3,193.6,1022.2,35.5,6.2,227.2,19.6,8,10,2024-06-13T05:59:52,2024-06-13T18:00:20,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-06-14,84.2,62.6,73.3,82.7,62.6,73.1,55.6,56.2,0,0,0,,0,0,16.6,9.2,181.6,1020.7,33.3,6.2,233.2,20.1,8,10,2024-06-14T06:00:05,2024-06-14T18:00:32,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-06-15,82.4,62.6,73.1,81.7,62.6,73,56.1,56.9,0,0,0,,0,0,15.2,9.2,176.1,1018.8,34.6,6.1,219.9,19,8,10,2024-06-15T06:00:18,2024-06-15T18:00:45,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-06-16,78.8,64.4,72,78.8,64.4,72,56,58.4,0,0,0,rain,0,0,18.1,10.3,174.2,1019.7,48.1,6.2,175.4,15.2,6,10,2024-06-16T06:00:32,2024-06-16T18:00:58,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-06-17,80.6,66.2,73.1,80.3,66.2,73.1,54.9,53.7,0,0,0,rain,0,0,20.4,10.3,172.8,1021.3,59.2,6.1,183.1,15.9,7,10,2024-06-17T06:00:45,2024-06-17T18:01:10,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2024-06-18,82.4,64.4,73.1,81.2,64.4,72.9,53.3,52,0,0,0,,0,0,18.3,11.4,203.2,1021.3,32.3,6.1,267.8,23.2,9,10,2024-06-18T06:00:58,2024-06-18T18:01:23,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
