name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Rwanda,2023-08-26,87.8,64.4,75.3,85.4,64.4,74.7,54.4,50.5,0,0,0,,0,0,20.4,12.8,212.3,1018.3,48.4,6.2,264.3,22.7,9,10,2023-08-26T05:59:55,2023-08-26T18:03:47,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-08-27,87.8,68,76.9,85.1,68,76.3,55.1,49.5,0.008,100,4.17,rain,0,0,23,13.9,135.3,1019.8,54.8,6.2,265.1,22.8,9,10,2023-08-27T05:59:35,2023-08-27T18:03:33,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999"
Rwanda,2023-08-28,84.2,66.2,75.4,82,66.2,75,51.7,45.4,0,0,0,,0,0,23.9,12.8,151.1,1021.6,50.6,6.2,229.9,19.8,9,10,2023-08-28T05:59:15,2023-08-28T18:03:18,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-08-29,80.6,66.2,73.7,79.6,66.2,73.7,48.1,40.9,0,0,0,,0,0,23.7,17.2,154.9,1022.1,56.4,6.2,197.2,16.8,9,10,2023-08-29T05:58:54,2023-08-29T18:03:03,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-08-30,82.4,62.6,73.3,81,62.6,73.1,50.2,45.5,0,0,0,,0,0,22.4,13.9,182.5,1021.3,43.5,6.2,169.6,14.7,8,10,2023-08-30T05:58:33,2023-08-30T18:02:48,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-08-31,83.2,66.2,74.6,81.4,66.2,74.4,52.7,47.3,0,0,0,,0,0,17.2,12.8,131.7,1020.9,53,6.6,189.4,16.2,7,10,2023-08-31T05:58:12,2023-08-31T18:02:32,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2023-09-01,86,64.4,75,84.2,64.4,74.7,56.5,55.4,0,0,0,rain,0,0,18.8,19.7,205.9,1020.6,58.6,6,236.4,20.4,8,10,2023-09-01T05:57:50,2023-09-01T18:02:16,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-02,82.4,64.4,71.3,82.9,64.4,71.3,61,71.7,0,0,0,rain,0,0,19.5,17.2,320.9,1020.3,65.6,6.2,236.7,20.3,9,10,2023-09-02T05:57:28,2023-09-02T18:02:00,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-03,77,64.4,69.6,77,64.4,69.6,60.9,74.6,0,0,0,rain,0,0,18.6,11.4,283.4,1019.6,59.5,5.9,227.7,19.7,8,10,2023-09-03T05:57:06,2023-09-03T18:01:44,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-04,82.4,62.6,71.1,82.1,62.6,71.1,60.1,71.5,0,0,0,rain,0,0,18.8,11.4,227.3,1018.5,55,5.9,208,18,8,10,2023-09-04T05:56:44,2023-09-04T18:01:27,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-05,77,66.1,70.2,77,66.1,70.2,60.2,71.2,0,0,0,rain,0,0,16.1,12.8,313.8,1020.1,80.7,5.9,152.1,13.2,7,10,2023-09-05T05:56:21,2023-09-05T18:01:10,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-06,77,64.4,69.2,77,64.4,69.2,59.1,71.8,0.039,100,4.17,rain,0,0,13.4,17.2,49.9,1021.9,75.8,5.6,208,17.8,8,10,2023-09-06T05:55:58,2023-09-06T18:00:53,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999"
Rwanda,2023-09-07,80.6,62.6,68.4,80.5,62.6,68.4,58.1,71.1,0.008,100,4.17,rain,0,0,14.5,15,332.3,1021.6,85.5,6,230.1,19.9,8,10,2023-09-07T05:55:34,2023-09-07T18:00:36,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999"
Rwanda,2023-09-08,84.2,62.6,73,83.5,62.6,72.8,57.4,60.7,0,0,0,,0,0,17,16.1,108.1,1019.5,50.1,6.2,264.7,22.7,10,10,2023-09-08T05:55:11,2023-09-08T18:00:18,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-09,78.8,65.7,70.9,78.8,65.7,70.9,61.6,73,0.004,100,4.17,rain,0,0,20.6,18.3,263.8,1019.3,72.2,6.4,214.1,18.5,9,10,2023-09-09T05:54:47,2023-09-09T18:00:01,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"HRYR,64387099999,remote"
Rwanda,2023-09-10,75.2,64.4,67.7,75.2,64.4,67.7,62.1,83.2,0,0,0,rain,0,0,13.4,13.9,296.8,1021,84,5.9,186.5,16.1,7,10,2023-09-10T05:54:23,2023-09-10T17:59:43,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-11,77,64.4,70,77,64.4,70,60.7,74.5,0,0,0,rain,0,0,13.2,8.1,240.9,1021,80.7,5.9,183.3,15.7,7,10,2023-09-11T05:53:59,2023-09-11T17:59:25,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-12,84.2,64.4,70.9,83.5,64.4,71,61.6,75.2,0.004,100,4.17,rain,0,0,17.9,49.4,343.7,1020.2,73.8,6.2,232.8,20.2,9,10,2023-09-12T05:53:35,2023-09-12T17:59:07,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HRYR,64387099999,remote"
Rwanda,2023-09-13,82.4,60.8,68.5,83.4,60.8,68.7,62.9,84.9,0,0,0,rain,0,0,22.6,11.4,142.4,1019.5,70.8,4.2,214.8,18.8,9,10,2023-09-13T05:53:11,2023-09-13T17:58:49,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-14,79.4,64.4,70.6,79.4,64.4,70.6,60.5,73.6,0,0,0,rain,0,0,22.1,9.2,182.8,1019.3,75.3,6.6,233.5,20.1,8,10,2023-09-14T05:52:47,2023-09-14T17:58:31,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2023-09-15,82.4,62.6,72.7,81.2,62.6,72.6,56.6,59.7,0,0,0,,0,0,20.4,12.8,174.2,1019.6,47.1,6.1,185.4,16,8,10,2023-09-15T05:52:22,2023-09-15T17:58:12,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-16,82.4,68,72.7,81.7,68,72.7,59.6,64.5,0,0,0,rain,0,0,13.2,13.9,327.3,1019.2,77.9,6.5,147.9,12.9,6,10,2023-09-16T05:51:58,2023-09-16T17:57:54,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2023-09-17,82.4,66.2,71.6,82.5,66.2,71.6,60.6,70.6,0,0,0,rain,0,0,16.1,24.2,11.5,1019,72.8,6.2,233.6,20.3,9,10,2023-09-17T05:51:33,2023-09-17T17:57:36,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-18,82.4,62.6,69.9,82.5,62.6,70,62.5,79.4,0.118,100,4.17,rain,0,0,21.7,16.1,11.4,1018.3,68.8,6.3,221.5,18.9,9,10,2023-09-18T05:51:08,2023-09-18T17:57:18,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999,remote"
Rwanda,2023-09-19,77,64.4,69.6,77,64.4,69.6,61,75.8,0.157,100,16.67,rain,0,0,18.6,12.8,74.4,1020.5,74.1,6.1,226.9,19.6,8,10,2023-09-19T05:50:44,2023-09-19T17:56:59,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"HRYR,64387099999"
Rwanda,2023-09-20,84.2,64.4,71.9,83.5,64.4,71.8,60.5,71.2,0,0,0,rain,0,0,13.9,15,261,1020.3,70,6.2,254,22,9,30,2023-09-20T05:50:19,2023-09-20T17:56:41,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-21,80.6,62.6,71,80.8,62.6,71,61.2,74.1,0,0,0,rain,0,0,19.5,12.8,161.9,1019.4,51.6,6,224.4,19.4,9,30,2023-09-21T05:49:55,2023-09-21T17:56:23,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-22,77.4,64.4,70,77.4,64.4,70,60.6,73.6,0,0,0,rain,0,0,20.1,12.8,11.1,1019.3,66.9,6.4,172.8,14.9,7,30,2023-09-22T05:49:30,2023-09-22T17:56:05,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-23,77,62.6,67.9,77,62.6,67.9,60.2,77.5,0,0,0,rain,0,0,19,11.4,320.3,1019.4,58.3,6,225.3,19.4,7,10,2023-09-23T05:49:06,2023-09-23T17:55:47,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-24,82.4,60.8,70.4,82.5,60.8,70.5,60.1,72.6,0.157,100,4.17,rain,0,0,19.2,10.3,73.8,1019.9,52.4,6.4,264,22.8,9,10,2023-09-24T05:48:42,2023-09-24T17:55:29,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999,remote"
Rwanda,2023-09-25,84.2,62.6,71.9,83.9,62.6,71.8,59.2,66.6,0,0,0,,0,0,16.8,20.8,347.4,1019.8,56.9,6.1,252.3,21.8,9,10,2023-09-25T05:48:18,2023-09-25T17:55:12,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-09-26,84.2,65,73.7,83.1,65,73.7,58.9,61.7,0,0,0,rain,0,0,13.6,12.8,275.2,1016.2,52.8,9.9,223.7,19.3,8,10,2023-09-26T05:47:54,2023-09-26T17:54:54,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2023-09-27,84.2,64.4,71.8,84,64.4,71.8,60,67.9,0.024,100,4.17,rain,0,0,17.4,13.6,344.4,1017.8,57.5,7.3,266.3,22.8,10,10,2023-09-27T05:47:30,2023-09-27T17:54:37,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,remote"
Rwanda,2023-09-28,79.2,62.6,70.5,79.2,62.6,70.5,60.5,72.4,0.02,100,8.33,rain,0,0,38,19.7,107.3,1019.8,58.6,6.5,218.2,18.8,7,10,2023-09-28T05:47:06,2023-09-28T17:54:20,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,remote"
Rwanda,2023-09-29,78.3,62.7,69.3,78.3,62.7,69.3,60.5,74.9,0.004,100,4.17,rain,0,0,18.8,11.4,335.2,1018.7,67.9,8.5,221.8,19.2,8,30,2023-09-29T05:46:43,2023-09-29T17:54:03,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,remote"
Rwanda,2023-09-30,86,62.6,72.9,84.5,62.6,72.7,59.3,66.2,0,0,0,,0,0,18.8,11.4,162.3,1020.2,47.5,6,255.2,22.1,9,10,2023-09-30T05:46:19,2023-09-30T17:53:46,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-01,78,64.4,69.2,78,64.4,69.2,60.1,73.4,0.004,100,4.17,rain,0,0,16.3,16.1,177.4,1019.7,50.4,6.6,238.9,20.6,8,10,2023-10-01T05:45:56,2023-10-01T17:53:30,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,remote"
Rwanda,2023-10-02,78.8,62.6,66.8,78.8,62.6,66.8,61.5,84.5,0,0,0,,0,0,25.5,15,350.5,1020,70,5.7,246.8,21.4,9,10,2023-10-02T05:45:34,2023-10-02T17:53:14,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-03,81.1,58,69.6,80.6,58,69.5,56.4,68.3,0,0,0,,0,0,21.3,12.8,180.2,1019.5,43.6,5.9,292.1,25.2,10,10,2023-10-03T05:45:11,2023-10-03T17:52:58,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2023-10-04,80.6,57.1,71.3,80.3,57.1,71.3,52.8,54.4,0,0,0,,0,0,19.9,12.8,167.1,1019.6,33.2,7.3,273.2,23.7,10,10,2023-10-04T05:44:49,2023-10-04T17:52:42,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2023-10-05,80.6,68,73.5,80.8,68,73.5,57.5,58.1,0.008,100,8.33,rain,0,0,22.8,15,157.9,1020.2,71,6.2,243.2,21,8,10,2023-10-05T05:44:28,2023-10-05T17:52:27,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999"
Rwanda,2023-10-06,82.5,66.2,74.5,81.9,66.2,74.5,58.6,60.1,0,0,0,rain,0,0,21.5,11.4,167.4,1018.6,64.6,6.6,236.3,20.5,8,10,2023-10-06T05:44:06,2023-10-06T17:52:12,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2023-10-07,78.8,68,72.3,78.8,68,72.3,58.9,63.3,0,0,0,rain,0,0,23,10.3,284.8,1018.8,68.4,6.2,268.8,23.2,9,10,2023-10-07T05:43:45,2023-10-07T17:51:58,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-08,84.2,66.2,75.2,84.4,66.2,75.1,59.2,59.6,0,0,0,,0,0,18.3,9.2,24.1,1018.7,57.8,6.2,266.9,23.2,10,10,2023-10-08T05:43:24,2023-10-08T17:51:44,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-09,84.2,64.4,73.1,84.4,64.4,73.2,60.2,65,0,0,0,,0,0,35.8,12.8,313.7,1019.3,51.7,6.2,243.5,21.1,8,10,2023-10-09T05:43:04,2023-10-09T17:51:31,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-10,78.8,62.6,67.1,78.8,62.6,67.1,61.7,83.4,0,0,0,rain,0,0,15.9,12.8,320.9,1019.2,62.4,6,183.5,15.8,7,10,2023-10-10T05:42:44,2023-10-10T17:51:17,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-11,73.4,62.6,67.2,73.4,62.6,67.2,61.9,83.9,0,0,0,rain,0,0,19.5,13.9,339.8,1020.2,71.5,6,177,15.3,7,10,2023-10-11T05:42:25,2023-10-11T17:51:05,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-12,80.6,60.8,71.4,81.4,60.8,71.5,60.4,70.8,0,0,0,rain,0,0,16.6,11.4,44.1,1020.5,56.1,5.9,236.7,20.4,9,10,2023-10-12T05:42:06,2023-10-12T17:50:53,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-13,84.2,66.2,74.4,83.5,66.2,74.4,60.7,64.6,0,0,0,rain,0,0,17,11.4,28.7,1019.8,63.6,6.2,267.1,23.2,9,10,2023-10-13T05:41:48,2023-10-13T17:50:41,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-14,86,64.4,75.2,84.5,64.4,75.1,61,64.4,0,0,0,rain,0,0,15.9,16.1,49.6,1017.7,49.1,6.2,282.4,24.3,10,10,2023-10-14T05:41:30,2023-10-14T17:50:30,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-15,73.4,64.4,68.6,73.4,64.4,68.6,63.4,84.1,0,0,0,rain,0,0,15.4,10.3,172.8,1016.5,62.9,6.2,154.2,13.4,7,30,2023-10-15T05:41:13,2023-10-15T17:50:19,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-16,71.6,62.6,66.4,71.6,62.6,66.4,62.2,87.3,0,0,0,rain,0,0,18.6,10.3,319.8,1019.8,72.6,5.6,141.4,12.4,5,10,2023-10-16T05:40:56,2023-10-16T17:50:09,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-17,82.4,60.8,71.3,82.5,60.8,71.4,60.8,72.8,0,0,0,,0,0,16.8,12.8,36.9,1019.8,63.6,5.4,233.2,20.1,9,10,2023-10-17T05:40:40,2023-10-17T17:50:00,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-18,77,64.4,69.6,77,64.4,69.6,61.9,77.5,0,0,0,,0,0,15.9,13.9,220.5,1020.2,53,6.6,241.1,21,10,10,2023-10-18T05:40:25,2023-10-18T17:49:51,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2023-10-19,75.2,62.6,66.7,75.2,62.6,66.7,62.2,86.5,0,0,0,rain,0,0,18.6,40.3,329,1020.8,82.3,6.3,180.7,15.5,6,10,2023-10-19T05:40:10,2023-10-19T17:49:42,0.17,Partially cloudy,Partly cloudy throughout the day.,wind,"HRYR,64387099999"
Rwanda,2023-10-20,75.2,60.8,68.1,75.2,60.8,68.1,61.4,80.7,0,0,0,rain,0,0,15.2,10.3,4,1021,68.4,4.8,192.8,16.6,7,10,2023-10-20T05:39:55,2023-10-20T17:49:35,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-21,78.8,62.6,67.5,78.8,62.6,67.5,60.1,78.3,0,0,0,rain,0,0,17,17.2,358.7,1021.1,58.1,6.2,276.7,23.8,10,10,2023-10-21T05:39:42,2023-10-21T17:49:28,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-22,80.6,59,70.2,81.1,59,70.3,60.4,73.3,0,0,0,rain,0,0,19.7,10.3,217.4,1019.4,55.3,6.5,261.9,22.5,8,10,2023-10-22T05:39:29,2023-10-22T17:49:21,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-23,84.2,64.4,73.9,83.9,64.4,73.8,61,66.3,0,0,0,,0,0,19.7,12.8,56.2,1017.7,42,6.2,266.8,23.2,10,10,2023-10-23T05:39:17,2023-10-23T17:49:16,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-24,84.2,64.4,73.3,83.1,64.4,73.3,60.2,65.2,0,0,0,,0,0,27.7,16.1,43.6,1017.2,50.4,6.2,260.1,22.3,8,10,2023-10-24T05:39:05,2023-10-24T17:49:11,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-25,70.2,62.6,65.6,70.2,62.6,65.6,62,88.3,0.036,100,8.33,rain,0,0,33.3,21.9,33.2,1018.1,63.5,6.4,196.4,17.1,7,10,2023-10-25T05:38:54,2023-10-25T17:49:06,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"HRYR,64387099999,remote"
Rwanda,2023-10-26,80.6,60.8,69.7,81.4,60.8,69.8,60.7,75.8,0,0,0,rain,0,0,22.1,8.1,56.8,1018.6,56.2,5.2,319.7,27.5,10,30,2023-10-26T05:38:44,2023-10-26T17:49:03,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-27,73.4,62.6,67.6,73.4,62.6,67.6,60.1,77.3,0,0,0,rain,0,0,17.2,9.2,271.2,1019.2,64.6,6.1,173.5,15,8,10,2023-10-27T05:38:35,2023-10-27T17:49:00,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-28,77,60.8,65.6,77,60.8,65.6,60.5,84.5,0,0,0,rain,0,0,18.6,13.9,347.5,1018.6,67,6.5,200.3,17.1,7,10,2023-10-28T05:38:26,2023-10-28T17:48:58,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2023-10-29,73.4,60.8,65.4,73.4,60.8,65.4,61.6,87.9,0.149,100,8.33,rain,0,0,17.9,7.8,304.1,1018.4,72.4,7.5,147,12.7,7,30,2023-10-29T05:38:18,2023-10-29T17:48:56,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,remote"
Rwanda,2023-10-30,80.6,59,70.4,81.4,59,70.5,61.5,75.8,0,0,0,rain,0,0,20.1,10.3,45.2,1017.5,58.1,5.6,211.2,18.4,9,10,2023-10-30T05:38:11,2023-10-30T17:48:56,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-10-31,78.8,64.4,69.7,78.8,64.4,69.7,62.1,77.8,0,0,0,rain,0,0,21.7,15,133.6,1017.3,58.1,6.1,263.7,23,9,10,2023-10-31T05:38:05,2023-10-31T17:48:56,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-11-01,78.8,64.4,71.2,78.8,64.4,71.2,62.2,75,0,0,0,rain,0,0,19.5,10.3,159.2,1017.6,59.7,6.3,184.2,15.9,6,30,2023-11-01T05:38:00,2023-11-01T17:48:57,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-11-02,75.2,60.8,66.7,75.2,60.8,66.7,61.2,83,0,0,0,rain,0,0,17,16.1,318.8,1018.7,82.3,5.9,192,16.5,7,30,2023-11-02T05:37:55,2023-11-02T17:48:59,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-11-03,71.6,60.8,65.6,71.6,60.8,65.6,61.8,88.2,0,0,0,rain,0,0,20.8,9.2,159.8,1020,78,5.8,82.7,7.1,3,10,2023-11-03T05:37:52,2023-11-03T17:49:01,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-11-04,75.2,62.6,67,75.2,62.6,67,63.7,90.3,0.114,100,8.33,rain,0,0,12.8,9.2,112.4,1019.2,75.5,5.6,131.4,11.3,5,30,2023-11-04T05:37:49,2023-11-04T17:49:04,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"HRYR,64387099999,remote"
Rwanda,2023-11-05,71.6,62.6,66.5,71.6,62.6,66.5,64.2,92.7,0,0,0,rain,0,0,17.7,6.9,52.6,1020.1,84.2,4.4,89.9,7.9,3,30,2023-11-05T05:37:47,2023-11-05T17:49:08,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-11-06,78.8,62.6,69.5,78.8,62.6,69.5,63.3,82.2,0.036,100,12.5,rain,0,0,13,10.3,122.6,1020.6,70.3,5.2,178.4,15.5,7,10,2023-11-06T05:37:46,2023-11-06T17:49:13,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HRYR,64387099999"
Rwanda,2023-11-07,78.8,62.6,70,78.8,62.6,70,63.4,81,0,0,0,rain,0,0,13.6,9.2,123.5,1020.4,56.2,5.8,143.5,12.3,5,10,2023-11-07T05:37:46,2023-11-07T17:49:19,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-11-08,80.6,62.6,70.9,81.8,62.6,70.9,63.5,79,0,0,0,rain,0,0,17.9,12.8,103.5,1018.8,63.6,6.6,271.3,23.5,10,30,2023-11-08T05:37:46,2023-11-08T17:49:26,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999,remote"
Rwanda,2023-11-09,80.6,66.2,72.1,81.8,66.2,72.2,63.8,76.8,0,0,0,rain,0,0,17.7,11.4,46.3,1018.3,53.9,6.2,224.5,19.3,8,10,2023-11-09T05:37:48,2023-11-09T17:49:33,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-11-10,73.4,62.6,67.6,73.4,62.6,67.6,64,88.8,0,0,0,rain,0,0,18.6,12.8,177.8,1019.2,62.9,5.4,220.5,19,8,30,2023-11-10T05:37:50,2023-11-10T17:49:41,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-11-11,77,62.6,67.9,77,62.6,67.9,63.3,86.8,0,0,0,rain,0,0,19,15,146.1,1020,66.2,5.5,150.8,13.3,6,30,2023-11-11T05:37:54,2023-11-11T17:49:50,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-11-12,73.4,64.4,67.4,73.4,64.4,67.4,63.8,88.8,0,0,0,rain,0,0,20.4,8.1,324.7,1020.6,71,6.1,189,16.5,9,30,2023-11-12T05:37:58,2023-11-12T17:50:00,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-11-13,69.8,62.6,65.5,69.8,62.6,65.5,63.6,93.7,0,0,0,rain,0,0,14.8,10.3,352.3,1021.3,82.3,5.8,90.3,7.8,3,10,2023-11-13T05:38:03,2023-11-13T17:50:11,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-11-14,77.1,62.6,68.8,77.1,62.6,68.8,62.8,82.9,0,0,0,rain,0,0,15.4,11.4,62,1020.2,69.9,4.6,174,15.1,6,10,2023-11-14T05:38:09,2023-11-14T17:50:22,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"HRYR,64387099999"
Rwanda,2023-11-15,77,62.6,67.4,77,62.6,67.4,63.4,88.3,0.197,100,4.17,rain,0,0,43.8,26.4,21.2,1019.6,64,5.9,136.5,11.6,6,30,2023-11-15T05:38:16,2023-11-15T17:50:35,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"HRYR,64387099999"
